page,notice_id,status
2,5125645,inserted
2,5119353,inserted
2,5117500,inserted
2,5102468,inserted
2,5102233,inserted
2,5102027,inserted
2,5101089,inserted
2,5100346,inserted
2,5099904,inserted
2,5098106,inserted
2,5097932,inserted
2,5097816,inserted
2,5097799,inserted
2,5097470,inserted
2,5096964,inserted
2,5096897,inserted
2,5096824,inserted
2,5096418,inserted
2,5096145,inserted
2,5095810,inserted
2,5095262,inserted
2,5094713,inserted
2,5093757,inserted
2,5091292,inserted
2,5090900,inserted
2,5090727,inserted
2,5087654,inserted
2,5086305,inserted
2,5085771,inserted
2,5085037,inserted
2,5084726,inserted
2,5084197,inserted
2,5084153,inserted
2,5084003,inserted
2,5083949,inserted
2,5083525,inserted
2,5083210,inserted
2,5083161,inserted
2,5082557,inserted
2,5082249,inserted
2,5082232,inserted
2,5081916,inserted
2,5081361,inserted
2,5080520,inserted
2,5080311,inserted
2,5079507,inserted
3,5077585,inserted
3,5073300,inserted
3,5073171,inserted
3,5071594,inserted
3,5070040,inserted
3,5069494,inserted
3,4980779,inserted
3,4792069,inserted
3,4560263,inserted
3,4503505,inserted
3,5078634,inserted
3,5078397,inserted
3,5077985,inserted
3,5077904,inserted
3,5077861,inserted
3,5077597,inserted
3,5076489,inserted
3,5075673,inserted
3,5074808,inserted
3,5074285,inserted
3,5073624,inserted
3,5073174,inserted
3,5072372,inserted
3,5071012,inserted
3,5070381,inserted
3,5068889,inserted
3,5068631,inserted
3,5068600,inserted
3,5068453,inserted
3,5067638,inserted
3,5067166,inserted
3,5067020,inserted
3,5066965,inserted
3,5065559,inserted
3,5064832,inserted
3,5061468,inserted
3,5061269,inserted
3,5061069,inserted
3,5060596,inserted
3,5058847,inserted
3,5058809,inserted
3,5058346,inserted
3,5058130,inserted
3,5040720,inserted
3,5081521,inserted
3,5072048,inserted
3,5058930,inserted
3,5058342,inserted
3,5057260,inserted
3,5056994,inserted
3,5056811,inserted
3,5056087,inserted
3,5055740,inserted
3,5055630,inserted
3,5055411,inserted
3,5054962,inserted
3,5054754,inserted
3,5054202,inserted
3,5053745,inserted
3,5053687,inserted
3,5053574,inserted
3,5053074,inserted
3,5052941,inserted
3,5052845,inserted
3,5050543,inserted
3,5049939,inserted
3,5049726,inserted
3,5049449,inserted
3,5048194,inserted
3,5048177,inserted
3,5044475,inserted
3,5044456,inserted
3,5043876,inserted
3,5042852,inserted
3,5042595,inserted
3,5042130,inserted
3,5041989,inserted
3,5041352,inserted
3,5041166,inserted
3,5037711,inserted
3,5037446,inserted
3,5036616,inserted
3,5035850,inserted
3,5035748,inserted
3,5034074,inserted
3,5029633,inserted
3,5029436,inserted
3,5020830,inserted
3,5013406,inserted
3,4992202,inserted
3,4975787,inserted
3,4965038,inserted
3,4897461,inserted
3,4852047,inserted
3,4794481,inserted
3,4686618,inserted
3,5051464,inserted
3,5048603,inserted
3,5032771,inserted
3,5031715,inserted
4,5030946,inserted
4,5030204,inserted
4,5028885,inserted
4,5028190,inserted
4,5023207,inserted
4,5022211,inserted
4,5021624,inserted
4,5020955,inserted
4,4978834,inserted
4,4960631,inserted
4,4921310,inserted
4,4894565,inserted
4,4515058,inserted
4,5038740,inserted
4,5026303,inserted
4,5019477,inserted
4,5019458,inserted
4,5018372,inserted
4,5017765,inserted
4,5015921,inserted
4,5015277,inserted
4,5013779,inserted
4,5013179,inserted
4,5012697,inserted
4,5012093,inserted
4,5010380,inserted
4,5008293,inserted
4,5007211,inserted
4,5006424,inserted
4,5001212,inserted
4,5000760,inserted
4,5000564,inserted
4,5000560,inserted
4,5000463,inserted
4,5000042,inserted
4,4999583,inserted
4,4999061,inserted
4,4997970,inserted
4,4997774,inserted
4,4979652,inserted
4,4977369,inserted
4,4969886,inserted
4,4966059,inserted
4,4860924,inserted
4,4802258,inserted
4,4628831,inserted
4,4628665,inserted
4,4998656,inserted
4,4997754,inserted
4,4996813,inserted
4,4996771,inserted
4,4996057,inserted
4,4992966,inserted
4,4992299,inserted
4,4992189,inserted
4,4990222,inserted
4,4989685,inserted
4,4989463,inserted
4,4988955,inserted
4,4987319,inserted
4,4986700,inserted
4,4986527,inserted
4,4986335,inserted
4,4985807,inserted
4,4985667,inserted
4,4985629,inserted
4,4985231,inserted
4,4984972,inserted
4,4983822,inserted
4,4981905,inserted
4,4981213,inserted
4,4977486,inserted
4,4975684,inserted
4,4953605,inserted
4,4935020,inserted
4,4892033,inserted
4,4992889,inserted
4,4980834,inserted
4,4979908,inserted
4,4978856,inserted
4,4978459,inserted
4,4977745,inserted
4,4976371,inserted
4,4975788,inserted
4,4974835,inserted
4,4974290,inserted
4,4974066,inserted
4,4972544,inserted
4,4972001,inserted
4,4971984,inserted
4,4970827,inserted
4,4969993,inserted
4,4964190,inserted
4,4963738,inserted
4,4963702,inserted
4,4963522,inserted
4,4963275,inserted
4,4962203,inserted
4,4960649,inserted
4,4960628,inserted
5,4960456,inserted
5,4960233,inserted
5,4959142,inserted
5,4958553,inserted
5,4957657,inserted
5,4955351,inserted
5,4951017,inserted
5,4910706,inserted
5,4862746,inserted
5,4858115,inserted
5,4842076,inserted
5,4955122,inserted
5,4958574,inserted
5,4958299,inserted
5,4958202,inserted
5,4957543,inserted
5,4957162,inserted
5,4956467,inserted
5,4956405,inserted
5,4955644,inserted
5,4955164,inserted
5,4955129,inserted
5,4954734,inserted
5,4953642,inserted
5,4952835,inserted
5,4952358,inserted
5,4950098,inserted
5,4949857,inserted
5,4948723,inserted
5,4948234,inserted
5,4947290,inserted
5,4945430,inserted
5,4945283,inserted
5,4943026,inserted
5,4942296,inserted
5,4942035,inserted
5,4938703,inserted
5,4938211,inserted
5,4923099,inserted
5,4922314,inserted
5,4921970,inserted
5,4900984,inserted
5,4722257,inserted
5,4939878,inserted
5,4939670,inserted
5,4939081,inserted
5,4937294,inserted
5,4937044,inserted
5,4936788,inserted
5,4935886,inserted
5,4935263,inserted
5,4934365,inserted
5,4932654,inserted
5,4931704,inserted
5,4931193,inserted
5,4930897,inserted
5,4928101,inserted
5,4927616,inserted
5,4924884,inserted
5,4924017,inserted
5,4923026,inserted
5,4922211,inserted
5,4922161,inserted
5,4922065,inserted
5,4922031,inserted
5,4920190,inserted
5,4920096,inserted
5,4918885,inserted
5,4918447,inserted
5,4910613,inserted
5,4910293,inserted
5,4901323,inserted
5,4901094,inserted
5,4891169,inserted
5,4846415,inserted
5,4746109,inserted
5,4927927,inserted
5,4919058,inserted
5,4916469,inserted
5,4914068,inserted
5,4913886,inserted
5,4913813,inserted
5,4912932,inserted
5,4912771,inserted
5,4912418,inserted
5,4912220,inserted
5,4911271,inserted
5,4910775,inserted
5,4907658,inserted
5,4906447,inserted
5,4906389,inserted
5,4905530,inserted
5,4904243,inserted
5,4904241,inserted
5,4903389,inserted
5,4903306,inserted
5,4903127,inserted
5,4902354,inserted
5,4901260,inserted
5,4901043,inserted
6,4900547,inserted
6,4900094,inserted
6,4897975,inserted
6,4897841,inserted
6,4895502,inserted
6,4880626,inserted
6,4910879,inserted
6,4897979,inserted
6,4897640,inserted
6,4897187,inserted
6,4897036,inserted
6,4896660,inserted
6,4896183,inserted
6,4895219,inserted
6,4895157,inserted
6,4894105,inserted
6,4893779,inserted
6,4892948,inserted
6,4892930,inserted
6,4892720,inserted
6,4892317,inserted
6,4892105,inserted
6,4891384,inserted
6,4891343,inserted
6,4891273,inserted
6,4891239,inserted
6,4891124,inserted
6,4889374,inserted
6,4886270,inserted
6,4885866,inserted
6,4883220,inserted
6,4883007,inserted
6,4881414,inserted
6,4880639,inserted
6,4880589,inserted
6,4876658,inserted
6,4864062,inserted
6,4792001,inserted
6,4877878,inserted
6,4877202,inserted
6,4875236,inserted
6,4875036,inserted
6,4872309,inserted
6,4872100,inserted
6,4871871,inserted
6,4869833,inserted
6,4869725,inserted
6,4868648,inserted
6,4868372,inserted
6,4868143,inserted
6,4867079,inserted
6,4864992,inserted
6,4862721,inserted
6,4862175,inserted
6,4861061,inserted
6,4860061,inserted
6,4748872,inserted
6,4859791,inserted
6,4856826,inserted
6,4856119,inserted
6,4855827,inserted
6,4855100,inserted
6,4854766,inserted
6,4853491,inserted
6,4852828,inserted
6,4852378,inserted
6,4851540,inserted
6,4851075,inserted
6,4847757,inserted
6,4847069,inserted
6,4843269,inserted
6,4841714,inserted
6,4841651,inserted
6,4841297,inserted
6,4840841,inserted
6,4840262,inserted
6,4840063,inserted
6,4839996,inserted
6,4831146,inserted
6,4616298,inserted
6,4296245,inserted
6,4262967,inserted
6,4858406,inserted
6,4838019,inserted
6,4837905,inserted
6,4837095,inserted
6,4835753,inserted
6,4835313,inserted
6,4835208,inserted
6,4834988,inserted
6,4834945,inserted
6,4834824,inserted
6,4833824,inserted
6,4833536,inserted
6,4833453,inserted
6,4833210,inserted
6,4832767,inserted
6,4832607,inserted
6,4832016,inserted
6,4830385,inserted
7,4830384,inserted
7,4830323,inserted
7,4830015,inserted
7,4828951,inserted
7,4827722,inserted
7,4825912,inserted
7,4824896,inserted
7,4824314,inserted
7,4823255,inserted
7,4823220,inserted
7,4822848,inserted
7,4822140,inserted
7,4821265,inserted
7,4821173,inserted
7,4820997,inserted
7,4820873,inserted
7,4811427,inserted
7,4802342,inserted
7,4800944,inserted
7,4800679,inserted
7,4765295,inserted
7,4756280,inserted
7,4657908,inserted
7,4657703,inserted
7,4827772,inserted
7,4817219,inserted
7,4816072,inserted
7,4814514,inserted
7,4814021,inserted
7,4813848,inserted
7,4812248,inserted
7,4810892,inserted
7,4809278,inserted
7,4808704,inserted
7,4808154,inserted
7,4805920,inserted
7,4797881,inserted
7,4797732,inserted
7,4796508,inserted
7,4795892,inserted
7,4795519,inserted
7,4795426,inserted
7,4795357,inserted
7,4795272,inserted
7,4794753,inserted
7,4794566,inserted
7,4794407,inserted
7,4794390,inserted
7,4794045,inserted
7,4793589,inserted
7,4793266,inserted
7,4788228,inserted
7,4684095,inserted
7,4818584,inserted
7,4813170,inserted
7,4812629,inserted
7,4802698,inserted
7,4803717,inserted
7,4793857,inserted
7,4793409,inserted
7,4793239,inserted
7,4793238,inserted
7,4792979,inserted
7,4792849,inserted
7,4792558,inserted
7,4791342,inserted
7,4790500,inserted
7,4790458,inserted
7,4789910,inserted
7,4789002,inserted
7,4787845,inserted
7,4787820,inserted
7,4787506,inserted
7,4787220,inserted
7,4786725,inserted
7,4786517,inserted
7,4786385,inserted
7,4786075,inserted
7,4786073,inserted
7,4785446,inserted
7,4784746,inserted
7,4784416,inserted
7,4784310,inserted
7,4784278,inserted
7,4783823,inserted
7,4783757,inserted
7,4783373,inserted
7,4782623,inserted
7,4782312,inserted
7,4782066,inserted
7,4781976,inserted
7,4781959,inserted
7,4781895,inserted
7,4781806,inserted
7,4781747,inserted
7,4781214,inserted
7,4780903,inserted
7,4780846,inserted
7,4780540,inserted
7,4780431,inserted
8,4780259,inserted
8,4779616,inserted
8,4779571,inserted
8,4779214,inserted
8,4779166,inserted
8,4778927,inserted
8,4778904,inserted
8,4778576,inserted
8,4778150,inserted
8,4777706,inserted
8,4777181,inserted
8,4777042,inserted
8,4777040,inserted
8,4776706,inserted
8,4776652,inserted
8,4776573,inserted
8,4776543,inserted
8,4776514,inserted
8,4776426,inserted
8,4775910,inserted
8,4775909,inserted
8,4775863,inserted
8,4775761,inserted
8,4775158,inserted
8,4775082,inserted
8,4774987,inserted
8,4774618,inserted
8,4774448,inserted
8,4774189,inserted
8,4773054,inserted
8,4772694,inserted
8,4772594,inserted
8,4771971,inserted
8,4758110,inserted
8,4728113,inserted
8,4439931,inserted
8,4792012,inserted
8,4791006,inserted
8,4783089,inserted
8,4772614,inserted
8,4771150,inserted
8,4770923,inserted
8,4768927,inserted
8,4768486,inserted
8,4768371,inserted
8,4767155,inserted
8,4767154,inserted
8,4766793,inserted
8,4766778,inserted
8,4766421,inserted
8,4765809,inserted
8,4764899,inserted
8,4764042,inserted
8,4763783,inserted
8,4763185,inserted
8,4763042,inserted
8,4762793,inserted
8,4762287,inserted
8,4762219,inserted
8,4761565,inserted
8,4761223,inserted
8,4760430,inserted
8,4759925,inserted
8,4758384,inserted
8,4758308,inserted
8,4757986,inserted
8,4756753,inserted
8,4755651,inserted
8,4755379,inserted
8,4755298,inserted
8,4754655,inserted
8,4754424,inserted
8,4754360,inserted
8,4754255,inserted
8,4754211,inserted
8,4753697,inserted
8,4753529,inserted
8,4753351,inserted
8,4753217,inserted
8,4753173,inserted
8,4752974,inserted
8,4752810,inserted
8,4752796,inserted
8,4750600,inserted
8,4746625,inserted
8,4718285,inserted
8,4460285,inserted
8,4764744,inserted
8,4752250,inserted
8,4752122,inserted
8,4751806,inserted
8,4751510,inserted
8,4751300,inserted
8,4749350,inserted
8,4748538,inserted
8,4747900,inserted
8,4746580,inserted
8,4745656,inserted
8,4745589,inserted
8,4745142,inserted
9,4744044,inserted
9,4743003,inserted
9,4742407,inserted
9,4741818,inserted
9,4741500,inserted
9,4740969,inserted
9,4740733,inserted
9,4740520,inserted
9,4739979,inserted
9,4738754,inserted
9,4738458,inserted
9,4737692,inserted
9,4737133,inserted
9,4735807,inserted
9,4731911,inserted
9,4731102,inserted
9,4730813,inserted
9,4730716,inserted
9,4730556,inserted
9,4729079,inserted
9,4728643,inserted
9,4728323,inserted
9,4727843,inserted
9,4727414,inserted
9,4713217,inserted
9,4711508,inserted
9,4702573,inserted
9,4678887,inserted
9,4518568,inserted
9,4201480,inserted
9,4725376,inserted
9,4724938,inserted
9,4724934,inserted
9,4724647,inserted
9,4724504,inserted
9,4724386,inserted
9,4724088,inserted
9,4723318,inserted
9,4723078,inserted
9,4721989,inserted
9,4721674,inserted
9,4721585,inserted
9,4720713,inserted
9,4720137,inserted
9,4718740,inserted
9,4718524,inserted
9,4716868,inserted
9,4716010,inserted
9,4715302,inserted
9,4715023,inserted
9,4714547,inserted
9,4713221,inserted
9,4713210,inserted
9,4711711,inserted
9,4709048,inserted
9,4708165,inserted
9,4707438,inserted
9,4706889,inserted
9,4699197,inserted
9,4698462,inserted
9,4697354,inserted
9,4669025,inserted
9,4710074,inserted
9,4704065,inserted
9,4702926,inserted
9,4702732,inserted
9,4702566,inserted
9,4702403,inserted
9,4701948,inserted
9,4701720,inserted
9,4700405,inserted
9,4699429,inserted
9,4696945,inserted
9,4696265,inserted
9,4695868,inserted
9,4695818,inserted
9,4695189,inserted
9,4693319,inserted
9,4693185,inserted
9,4691023,inserted
9,4690294,inserted
9,4687816,inserted
9,4687704,inserted
9,4686915,inserted
9,4685785,inserted
9,4685212,inserted
9,4685088,inserted
9,4684982,inserted
9,4575485,inserted
9,4701824,inserted
9,4684915,inserted
9,4684869,inserted
9,4684159,inserted
9,4682890,inserted
9,4682577,inserted
9,4681739,inserted
9,4681647,inserted
9,4679354,inserted
9,4678983,inserted
9,4678894,inserted
10,4677192,inserted
10,4677089,inserted
10,4674003,inserted
10,4673585,inserted
10,4673237,inserted
10,4672841,inserted
10,4672543,inserted
10,4671724,inserted
10,4671600,inserted
10,4669344,inserted
10,4667003,inserted
10,4666997,inserted
10,4666417,inserted
10,4664823,inserted
10,4652379,inserted
10,4646248,inserted
10,4643227,inserted
10,4306245,inserted
10,4666319,inserted
10,4665619,inserted
10,4664889,inserted
10,4664732,inserted
10,4663922,inserted
10,4663830,inserted
10,4663702,inserted
10,4662101,inserted
10,4661970,inserted
10,4660784,inserted
10,4660445,inserted
10,4660097,inserted
10,4659793,inserted
10,4658484,inserted
10,4658212,inserted
10,4657942,inserted
10,4656971,inserted
10,4656413,inserted
10,4655865,inserted
10,4655190,inserted
10,4654896,inserted
10,4654171,inserted
10,4651034,inserted
10,4650652,inserted
10,4649900,inserted
10,4649863,inserted
10,4649568,inserted
10,4648796,inserted
10,4648756,inserted
10,4648015,inserted
10,4646662,inserted
10,4644657,inserted
10,4639819,inserted
10,4639646,inserted
10,4639627,inserted
10,4654503,inserted
10,4484321,inserted
10,4647901,inserted
10,4646547,inserted
10,4646479,inserted
10,4646214,inserted
10,4645907,inserted
10,4645743,inserted
10,4645261,inserted
10,4645099,inserted
10,4644754,inserted
10,4644651,inserted
10,4644231,inserted
10,4643630,inserted
10,4643150,inserted
10,4642781,inserted
10,4641584,inserted
10,4641399,inserted
10,4641338,inserted
10,4641156,inserted
10,4641053,inserted
10,4640464,inserted
10,4640246,inserted
10,4640145,inserted
10,4639888,inserted
10,4639685,inserted
10,4639656,inserted
10,4638848,inserted
10,4638748,inserted
10,4638504,inserted
10,4638428,inserted
10,4637770,inserted
10,4637228,inserted
10,4637215,inserted
10,4636751,inserted
10,4635776,inserted
10,4634809,inserted
10,4634055,inserted
10,4633818,inserted
10,4631196,inserted
10,4631174,inserted
10,4629440,inserted
10,4629265,inserted
10,4628340,inserted
10,4627903,inserted
10,4627900,inserted
10,4626028,inserted
11,4624891,inserted
11,4618377,inserted
11,4460734,inserted
11,4355582,inserted
11,3850688,inserted
11,4624972,inserted
11,4624066,inserted
11,4623708,inserted
11,4623683,inserted
11,4623663,inserted
11,4623367,inserted
11,4623277,inserted
11,4623021,inserted
11,4622632,inserted
11,4622535,inserted
11,4622310,inserted
11,4620778,inserted
11,4620552,inserted
11,4620537,inserted
11,4619669,inserted
11,4619564,inserted
11,4619501,inserted
11,4619223,inserted
11,4618821,inserted
11,4617967,inserted
11,4617570,inserted
11,4617237,inserted
11,4617160,inserted
11,4616950,inserted
11,4615473,inserted
11,4614964,inserted
11,4614797,inserted
11,4614052,inserted
11,4613227,inserted
11,4612358,inserted
11,4612356,inserted
11,4611822,inserted
11,4611334,inserted
11,4609844,inserted
11,4609031,inserted
11,4608974,inserted
11,4608940,inserted
11,4608612,inserted
11,4608375,inserted
11,4608337,inserted
11,4607861,inserted
11,4607327,inserted
11,4607047,inserted
11,4606027,inserted
11,4606009,inserted
11,4605868,inserted
11,4605792,inserted
11,4605557,inserted
11,4604842,inserted
11,4604295,inserted
11,4604272,inserted
11,4603698,inserted
11,4603355,inserted
11,4602952,inserted
11,4593254,inserted
11,4482849,inserted
11,4621327,inserted
11,4608966,inserted
11,4606621,inserted
11,4602518,inserted
11,4602260,inserted
11,4600998,inserted
11,4600430,inserted
11,4600027,inserted
11,4598400,inserted
11,4598144,inserted
11,4597869,inserted
11,4597215,inserted
11,4596799,inserted
11,4596439,inserted
11,4596438,inserted
11,4596215,inserted
11,4593492,inserted
11,4593054,inserted
11,4593022,inserted
11,4591874,inserted
11,4590854,inserted
11,4590508,inserted
11,4588874,inserted
11,4588231,inserted
11,4587352,inserted
11,4586505,inserted
11,4585063,inserted
11,4583257,inserted
11,4581443,inserted
11,4533317,inserted
11,4459881,inserted
11,4589174,inserted
11,4582392,inserted
11,4581299,inserted
11,4579471,inserted
11,4578789,inserted
11,4578747,inserted
11,4577833,inserted
11,4577535,inserted
12,4576742,inserted
12,4576729,inserted
12,4576074,inserted
12,4575821,inserted
12,4575747,inserted
12,4575726,inserted
12,4575458,inserted
12,4575162,inserted
12,4574734,inserted
12,4573661,inserted
12,4573624,inserted
12,4573622,inserted
12,4572806,inserted
12,4572805,inserted
12,4572451,inserted
12,4571951,inserted
12,4571056,inserted
12,4569696,inserted
12,4569405,inserted
12,4568374,inserted
12,4568005,inserted
12,4567585,inserted
12,4554489,inserted
12,4466012,inserted
12,4577753,inserted
12,4577500,inserted
12,4573171,inserted
12,4569873,inserted
12,4567273,inserted
12,4561799,inserted
12,4561580,inserted
12,4561362,inserted
12,4560858,inserted
12,4560241,inserted
12,4560231,inserted
12,4560036,inserted
12,4559130,inserted
12,4558407,inserted
12,4557901,inserted
12,4557819,inserted
12,4557015,inserted
12,4556759,inserted
12,4556223,inserted
12,4556085,inserted
12,4556001,inserted
12,4555719,inserted
12,4555580,inserted
12,4555293,inserted
12,4555259,inserted
12,4555038,inserted
12,4554938,inserted
12,4554921,inserted
12,4554845,inserted
12,4554741,inserted
12,4554584,inserted
12,4554464,inserted
12,4554381,inserted
12,4553752,inserted
12,4553694,inserted
12,4553380,inserted
12,4552797,inserted
12,4552326,inserted
12,4552057,inserted
12,4551555,inserted
12,4551507,inserted
12,4551471,inserted
12,4550841,inserted
12,4550208,inserted
12,4550198,inserted
12,4550159,inserted
12,4549908,inserted
12,4549862,inserted
12,4549786,inserted
12,4548946,inserted
12,4548193,inserted
12,4547040,inserted
12,4545719,inserted
12,4544606,inserted
12,4544103,inserted
12,4542716,inserted
12,4542335,inserted
12,4541739,inserted
12,4540980,inserted
12,4540974,inserted
12,4539505,inserted
12,4539495,inserted
12,4532673,inserted
12,4522159,inserted
12,4499602,inserted
12,3865084,inserted
12,2820541,inserted
12,4563237,inserted
12,4549066,inserted
12,4541357,inserted
12,4540607,inserted
12,4540378,inserted
12,4539590,inserted
12,4539496,inserted
12,4538404,inserted
12,4538330,inserted
13,4536727,inserted
13,4536288,inserted
13,4535549,inserted
13,4535519,inserted
13,4535370,inserted
13,4534808,inserted
13,4534281,inserted
13,4534203,inserted
13,4533595,inserted
13,4533168,inserted
13,4532672,inserted
13,4530930,inserted
13,4530325,inserted
13,4530304,inserted
13,4529086,inserted
13,4528838,inserted
13,4526531,inserted
13,4526306,inserted
13,4525001,inserted
13,4524905,inserted
13,4524799,inserted
13,4524650,inserted
13,4523182,inserted
13,4519473,inserted
13,4517743,inserted
13,4516388,inserted
13,4511907,inserted
13,4502619,inserted
13,4419263,inserted
13,4536100,inserted
13,4519489,inserted
13,4519153,inserted
13,4519136,inserted
13,4518282,inserted
13,4517726,inserted
13,4517434,inserted
13,4516735,inserted
13,4516408,inserted
13,4516181,inserted
13,4515855,inserted
13,4515621,inserted
13,4515532,inserted
13,4515361,inserted
13,4514011,inserted
13,4512566,inserted
13,4512539,inserted
13,4512372,inserted
13,4511419,inserted
13,4510786,inserted
13,4510474,inserted
13,4508876,inserted
13,4508401,inserted
13,4507371,inserted
13,4506920,inserted
13,4506468,inserted
13,4506289,inserted
13,4505596,inserted
13,4504503,inserted
13,4504319,inserted
13,4503431,inserted
13,4503052,inserted
13,4502614,inserted
13,4501773,inserted
13,4501454,inserted
13,4498682,inserted
13,4498136,inserted
13,4488187,inserted
13,4429919,inserted
13,3835023,inserted
13,4499183,inserted
13,4496160,inserted
13,4495654,inserted
13,4495194,inserted
13,4495134,inserted
13,4494817,inserted
13,4494465,inserted
13,4494339,inserted
13,4494258,inserted
13,4493976,inserted
13,4493371,inserted
13,4492463,inserted
13,4491438,inserted
13,4490880,inserted
13,4490487,inserted
13,4490449,inserted
13,4490070,inserted
13,4489650,inserted
13,4488764,inserted
13,4487150,inserted
13,4486994,inserted
13,4486047,inserted
13,4484833,inserted
13,4484452,inserted
13,4484093,inserted
13,4482382,inserted
13,4481852,inserted
13,4481374,inserted
13,4481194,inserted
13,4481193,inserted
13,4480702,inserted
14,4480658,inserted
14,4480612,inserted
14,4478824,inserted
14,4470405,inserted
14,4465801,inserted
14,4397844,inserted
14,4383655,inserted
14,4289607,inserted
14,4479457,inserted
14,4478563,inserted
14,4478276,inserted
14,4477874,inserted
14,4477360,inserted
14,4477194,inserted
14,4476764,inserted
14,4476522,inserted
14,4475351,inserted
14,4475134,inserted
14,4474105,inserted
14,4474026,inserted
14,4473009,inserted
14,4471985,inserted
14,4470445,inserted
14,4470156,inserted
14,4469830,inserted
14,4468572,inserted
14,4468533,inserted
14,4467598,inserted
14,4467479,inserted
14,4466784,inserted
14,4465616,inserted
14,4465471,inserted
14,4465295,inserted
14,4464758,inserted
14,4464075,inserted
14,4463965,inserted
14,4463476,inserted
14,4462699,inserted
14,4462619,inserted
14,4462588,inserted
14,4461717,inserted
14,4461653,inserted
14,4461356,inserted
14,4461016,inserted
14,4460911,inserted
14,4460731,inserted
14,4460392,inserted
14,4460166,inserted
14,4455270,inserted
14,4451321,inserted
14,4448041,inserted
14,4245834,inserted
14,4110001,inserted
14,4107466,inserted
14,4459503,inserted
14,4458929,inserted
14,4458535,inserted
14,4457334,inserted
14,4456479,inserted
14,4456236,inserted
14,4455821,inserted
14,4454650,inserted
14,4454119,inserted
14,4454092,inserted
14,4453351,inserted
14,4452869,inserted
14,4452595,inserted
14,4452556,inserted
14,4452527,inserted
14,4452019,inserted
14,4451686,inserted
14,4451199,inserted
14,4451169,inserted
14,4451160,inserted
14,4450943,inserted
14,4448849,inserted
14,4447522,inserted
14,4447155,inserted
14,4447019,inserted
14,4446683,inserted
14,4446543,inserted
14,4445472,inserted
14,4445229,inserted
14,4445086,inserted
14,4444626,inserted
14,4444623,inserted
14,4444475,inserted
14,4444398,inserted
14,4444351,inserted
14,4444305,inserted
14,4444264,inserted
14,4444181,inserted
14,4444137,inserted
14,4444060,inserted
14,4443978,inserted
14,4443867,inserted
14,4443839,inserted
14,4443810,inserted
